City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,kruisfontein,0,ZA,1575306586,78,-34.0,24.73,64.56,24.49
384,san mateo del mar,0,MX,1575306860,68,16.21,-94.98,82.4,38.56
385,bar harbor,90,US,1575306860,63,44.39,-68.2,36.0,13.87
386,omboue,100,GA,1575306860,98,-1.57,9.26,73.53,3.18
387,ostrovnoy,100,RU,1575306860,89,68.05,39.51,20.43,16.31
388,sibolga,100,ID,1575306860,99,1.74,98.78,71.28,1.61
389,yessentuki,90,RU,1575306860,86,44.05,42.86,33.8,6.71
390,suleja,20,NG,1575306861,43,9.18,7.18,91.4,4.7
391,lasa,40,CY,1575306861,59,34.92,32.53,62.6,2.24
392,vostok,100,RU,1575306861,96,46.45,135.83,3.85,7.96
393,nabire,96,ID,1575306861,89,-3.36,135.5,72.3,2.46
394,cayenne,75,GF,1575306861,59,4.94,-52.33,89.6,13.87
395,makakilo city,90,US,1575306844,88,21.35,-158.09,75.99,11.83
396,amahai,99,ID,1575306862,82,-3.31,129.0,82.99,2.8
397,jijiga,0,ET,1575306862,57,9.35,42.8,59.14,10.18
398,le port,82,FR,1575306862,93,42.87,1.37,48.2,6.93
399,urusha,100,RU,1575306862,86,54.05,122.9,-15.65,6.71
400,santiago del estero,100,AR,1575306863,65,-27.8,-64.26,65.79,3.02
401,saint-denis,75,FR,1575306863,86,48.94,2.36,42.8,3.36
402,namtsy,86,RU,1575306863,66,62.72,129.66,-31.0,4.47
403,timaru,50,NZ,1575306863,92,-44.39,171.25,57.99,5.01
404,verkhnyaya inta,100,RU,1575306864,95,65.99,60.32,13.41,10.2
405,praia da vitoria,75,PT,1575306864,88,38.73,-27.07,66.99,21.7
406,tahara,40,JP,1575306864,76,34.64,137.18,53.01,27.51
407,mombaca,34,BR,1575306864,24,-5.74,-39.63,99.68,6.08
408,turayf,0,SA,1575306865,62,31.68,38.65,55.4,6.93
409,isangel,44,VU,1575306865,80,-19.55,169.27,74.57,5.77
410,myitkyina,80,MM,1575306865,71,25.38,97.4,60.51,3.74
411,miyako,75,JP,1575306865,74,33.63,130.94,51.01,19.46
412,krasnofarfornyy,77,RU,1575306865,95,59.14,31.85,27.1,5.73
413,cortez,1,US,1575306830,64,37.35,-108.58,42.01,2.93
414,ngunguru,100,NZ,1575306866,89,-35.62,174.5,66.99,1.99
415,bay saint louis,1,US,1575306866,37,30.31,-89.33,54.0,14.99
416,aksarka,100,RU,1575306866,95,66.56,67.8,12.88,8.66
417,wagar,0,US,1575306866,51,31.44,-87.99,48.99,1.99
418,dzidzantun,34,MX,1575306866,46,21.25,-89.05,86.79,5.06
419,kasongo-lunda,100,CD,1575306867,97,-6.48,16.82,70.12,1.77
420,methoni,40,GR,1575306867,82,36.82,21.7,61.0,6.08
421,luwuk,100,ID,1575306867,73,-0.95,122.79,82.54,3.8
422,ayagoz,0,KZ,1575306867,57,47.96,80.43,7.29,1.05
423,urzhum,1,RU,1575306867,88,57.11,50.0,15.73,10.33
424,aklavik,90,CA,1575306603,84,68.22,-135.01,6.8,9.17
425,tonosho,40,JP,1575306868,43,34.48,134.18,50.0,16.11
426,zhangjiakou,0,CN,1575306868,66,40.77,114.88,13.78,6.93
427,shimoda,0,JP,1575306868,81,34.7,138.93,57.0,1.01
428,borogontsy,83,RU,1575306868,98,62.67,131.17,-30.84,4.83
429,kalabo,100,ZM,1575306868,56,-15.0,22.67,79.77,0.69
430,kaeo,100,NZ,1575306868,100,-35.1,173.78,66.99,22.77
431,swan river,66,CA,1575306869,86,52.11,-101.27,19.94,12.3
432,qasigiannguit,90,GL,1575306869,85,68.82,-51.19,23.0,9.17
433,tacoronte,75,ES,1575306869,77,28.48,-16.41,73.4,17.22
434,angoche,0,MZ,1575306869,72,-16.23,39.91,80.96,3.65
435,manavalakurichi,40,IN,1575306869,83,8.13,77.3,82.4,26.28
436,kahului,1,US,1575306575,73,20.89,-156.47,73.4,11.41
437,gawler,75,AU,1575306869,67,-34.6,138.75,60.01,17.22
438,boffa,0,GN,1575306870,78,10.18,-14.04,82.27,9.62
439,pilar,8,AR,1575306870,36,-34.46,-58.91,84.99,9.17
440,muhororo,100,RW,1575306870,93,-2.51,29.77,65.61,5.73
441,draguignan,90,FR,1575306870,82,43.54,6.46,61.0,3.36
442,yokadouma,39,CM,1575306870,43,3.52,15.05,76.1,2.42
443,zhezkazgan,50,KZ,1575306822,85,47.8,67.71,23.34,3.71
444,brownwood,1,US,1575306870,34,31.71,-98.99,60.01,3.02
445,pingxiang,0,CN,1575306870,64,27.63,113.85,37.87,2.91
446,bud,75,NO,1575306871,74,62.91,6.91,37.4,17.22
447,orono,90,CA,1575306871,73,43.98,-78.62,30.0,13.87
448,kizema,100,RU,1575306871,89,61.11,44.83,23.61,9.62
449,nishihara,90,JP,1575306871,81,35.74,139.53,57.2,10.67
450,adrar,0,DZ,1575306871,19,27.87,-0.29,80.6,18.34
451,jalu,100,LY,1575306871,54,29.03,21.55,64.04,7.0
452,ngerengere,75,TZ,1575306871,74,-6.76,38.13,78.8,0.4
453,roald,75,NO,1575306872,66,62.58,6.12,37.4,14.99
454,saint anthony,90,US,1575306872,86,43.97,-111.68,30.2,3.36
455,upington,40,ZA,1575306872,22,-28.46,21.24,86.0,11.41
456,mandera,69,ET,1575306872,28,3.94,41.86,84.0,3.78
457,lingao,19,CN,1575306872,58,19.91,109.69,66.72,16.02
458,anadyr,40,RU,1575306872,84,64.73,177.51,-2.2,13.42
459,kingisepp,23,RU,1575306872,90,59.38,28.61,27.27,4.54
460,wadern,20,DE,1575306872,80,49.54,6.89,36.0,2.24
461,pidhorodna,100,UA,1575306872,72,48.11,30.89,36.99,14.25
462,bandarbeyla,100,SO,1575306873,75,9.49,50.81,79.25,29.26
463,batagay-alyta,0,RU,1575306873,88,67.8,130.41,-32.69,1.19
464,pindobacu,12,BR,1575306873,16,-10.74,-40.36,96.39,3.62
465,port hueneme,1,US,1575306873,41,34.15,-119.2,62.01,4.7
466,ust-shonosha,100,RU,1575306873,89,61.15,41.34,25.25,10.07
467,heerenveen,75,NL,1575306873,93,52.96,5.93,46.99,9.17
468,yaransk,57,RU,1575306873,86,57.3,47.88,21.58,12.68
469,yatou,40,CM,1575306873,79,3.63,9.81,84.2,4.7
470,kulhudhuffushi,95,MV,1575306873,81,6.62,73.07,82.58,14.88
471,bage,100,IN,1575306874,93,12.95,75.85,66.09,11.68
472,port hardy,90,CA,1575306874,69,50.7,-127.42,35.6,4.7
473,kambove,91,CD,1575306874,95,-10.88,26.6,64.56,1.61
474,hamilton,90,CA,1575306785,80,43.26,-79.87,32.0,8.05
475,riyadh,40,SA,1575306686,33,24.63,46.72,73.4,5.82
476,mikuni,75,JP,1575306874,57,36.22,136.15,50.0,21.92
477,tigbao,100,PH,1575306875,90,11.26,124.97,76.06,12.8
478,gravelbourg,49,CA,1575306875,80,49.88,-106.56,27.0,14.34
479,praia,40,BR,1575306875,61,-20.25,-43.81,80.6,2.24
480,hammerfest,40,NO,1575306787,55,70.66,23.68,33.8,28.86
481,darhan,100,MN,1575306875,80,49.49,105.92,8.11,4.29
482,xinzhou,0,CN,1575306875,60,38.41,112.73,10.99,7.83
483,teguldet,56,RU,1575306875,81,57.31,88.17,6.26,3.53
484,qandala,95,SO,1575306875,72,11.47,49.87,74.97,6.98
485,san cristobal,63,HN,1575306876,58,14.68,-86.92,76.71,5.48
486,kailua,75,US,1575306876,73,21.39,-157.74,75.99,8.05
487,abay,40,KZ,1575306876,79,49.63,72.87,24.8,4.47
488,paoua,64,CF,1575306876,25,7.24,16.43,74.53,1.5
489,yola,0,NG,1575306876,16,9.26,12.45,82.9,1.5
490,bheramara,0,BD,1575306876,49,24.02,89.0,66.27,4.92
